	acousticness	analysis_url	danceability	duration_ms	energy	track_id	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	time_signature	track_href	type	uri	valence	playlist_name	playlist_id	user_id
42	0.000662	https://api.spotify.com/v1/audio-analysis/4j6eSWVi9o1zeol0DO4xxQ	0.591	212653	0.66	4j6eSWVi9o1zeol0DO4xxQ	0.0	0	0.232	-7.573	1	0.291	78.086	4	https://api.spotify.com/v1/tracks/4j6eSWVi9o1zeol0DO4xxQ	audio_features	spotify:track:4j6eSWVi9o1zeol0DO4xxQ	0.655	Rap & Hip Hop	3z9m22pOzKD8bzbvkq82He	retailmenot
43	0.299	https://api.spotify.com/v1/audio-analysis/6MtD0LFmW55wgv0qVcATkL	0.55	361942	0.692	6MtD0LFmW55wgv0qVcATkL	6.57e-06	6	0.198	-7.438	0	0.369	146.453	4	https://api.spotify.com/v1/tracks/6MtD0LFmW55wgv0qVcATkL	audio_features	spotify:track:6MtD0LFmW55wgv0qVcATkL	0.593	Rap & Hip Hop	3z9m22pOzKD8bzbvkq82He	retailmenot
44	0.0759	https://api.spotify.com/v1/audio-analysis/2j1jZttFb1v7oLYULf7NSN	0.713	350699	0.803	2j1jZttFb1v7oLYULf7NSN	0.0	9	0.129	-5.311	1	0.287	153.987	4	https://api.spotify.com/v1/tracks/2j1jZttFb1v7oLYULf7NSN	audio_features	spotify:track:2j1jZttFb1v7oLYULf7NSN	0.522	Rap & Hip Hop	3z9m22pOzKD8bzbvkq82He	retailmenot
45	0.0335	https://api.spotify.com/v1/audio-analysis/0L8VQwtgvVOH6tJhMfoNeM	0.832	218978	0.614	0L8VQwtgvVOH6tJhMfoNeM	0.0	1	0.089	-6.177	1	0.242	139.845	4	https://api.spotify.com/v1/tracks/0L8VQwtgvVOH6tJhMfoNeM	audio_features	spotify:track:0L8VQwtgvVOH6tJhMfoNeM	0.465	Rap & Hip Hop	3z9m22pOzKD8bzbvkq82He	retailmenot
46	0.0173	https://api.spotify.com/v1/audio-analysis/5azeng4J5zhIjXmqRag2qQ	0.646	197132	0.778	5azeng4J5zhIjXmqRag2qQ	0.0	1	0.0702	-7.44	0	0.103	127.813	4	https://api.spotify.com/v1/tracks/5azeng4J5zhIjXmqRag2qQ	audio_features	spotify:track:5azeng4J5zhIjXmqRag2qQ	0.185	Rap & Hip Hop	3z9m22pOzKD8bzbvkq82He	retailmenot
47	0.649	https://api.spotify.com/v1/audio-analysis/3hj3mTcq05v1hIiYXHzi2w	0.542	209507	0.858	3hj3mTcq05v1hIiYXHzi2w	0.0	7	0.536	-7.946	1	0.336	93.992	4	https://api.spotify.com/v1/tracks/3hj3mTcq05v1hIiYXHzi2w	audio_features	spotify:track:3hj3mTcq05v1hIiYXHzi2w	0.442	Rap & Hip Hop	3z9m22pOzKD8bzbvkq82He	retailmenot
0	0.407	https://api.spotify.com/v1/audio-analysis/6dEhMDwHjadYKFdwBJt4HO	0.454	71827	0.387	6dEhMDwHjadYKFdwBJt4HO	0.203	0	0.116	-11.605	1	0.0379	121.774	4	https://api.spotify.com/v1/tracks/6dEhMDwHjadYKFdwBJt4HO	audio_features	spotify:track:6dEhMDwHjadYKFdwBJt4HO	0.591	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
1	0.805	https://api.spotify.com/v1/audio-analysis/7l1GcApyhUoGsA8xcnFI2b	0.311	186733	0.191	7l1GcApyhUoGsA8xcnFI2b	0.000227	1	0.0889	-10.971	0	0.0332	84.148	4	https://api.spotify.com/v1/tracks/7l1GcApyhUoGsA8xcnFI2b	audio_features	spotify:track:7l1GcApyhUoGsA8xcnFI2b	0.145	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
2	0.893	https://api.spotify.com/v1/audio-analysis/2rqU6isUjWk7s2y0ZEkmhb	0.45	266053	0.142	2rqU6isUjWk7s2y0ZEkmhb	0.000138	0	0.109	-12.649	1	0.0305	128.153	4	https://api.spotify.com/v1/tracks/2rqU6isUjWk7s2y0ZEkmhb	audio_features	spotify:track:2rqU6isUjWk7s2y0ZEkmhb	0.0564	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
3	0.951	https://api.spotify.com/v1/audio-analysis/7IEd77XKpK53zu2BSMcIH4	0.449	169000	0.0152	7IEd77XKpK53zu2BSMcIH4	0.0104	11	0.0754	-17.738	0	0.0374	110.817	4	https://api.spotify.com/v1/tracks/7IEd77XKpK53zu2BSMcIH4	audio_features	spotify:track:7IEd77XKpK53zu2BSMcIH4	0.098	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
4	0.681	https://api.spotify.com/v1/audio-analysis/6RzlFCZSXspWwEkORBHTCg	0.624	129120	0.466	6RzlFCZSXspWwEkORBHTCg	0.0	4	0.309	-8.941	0	0.116	133.164	4	https://api.spotify.com/v1/tracks/6RzlFCZSXspWwEkORBHTCg	audio_features	spotify:track:6RzlFCZSXspWwEkORBHTCg	0.778	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
5	0.761	https://api.spotify.com/v1/audio-analysis/7vnk0F4CBH4AfIAOGJrc5p	0.296	226120	0.138	7vnk0F4CBH4AfIAOGJrc5p	1.99e-06	6	0.146	-16.118	0	0.0363	159.358	4	https://api.spotify.com/v1/tracks/7vnk0F4CBH4AfIAOGJrc5p	audio_features	spotify:track:7vnk0F4CBH4AfIAOGJrc5p	0.241	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
6	0.907	https://api.spotify.com/v1/audio-analysis/2qgHh6CJMxYhwRRxaSwlmU	0.442	62973	0.119	2qgHh6CJMxYhwRRxaSwlmU	0.0	7	0.0803	-14.635	1	0.0672	173.855	1	https://api.spotify.com/v1/tracks/2qgHh6CJMxYhwRRxaSwlmU	audio_features	spotify:track:2qgHh6CJMxYhwRRxaSwlmU	0.47	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
7	0.872	https://api.spotify.com/v1/audio-analysis/0kV5W6l5r6pgLNKCNSR6C3	0.419	150907	0.15	0kV5W6l5r6pgLNKCNSR6C3	6.26e-05	4	0.0935	-12.8	1	0.0373	150.479	4	https://api.spotify.com/v1/tracks/0kV5W6l5r6pgLNKCNSR6C3	audio_features	spotify:track:0kV5W6l5r6pgLNKCNSR6C3	0.0427	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
8	0.694	https://api.spotify.com/v1/audio-analysis/3g5RemUwx9y4CjIcNIs2pp	0.769	71173	0.306	3g5RemUwx9y4CjIcNIs2pp	0.0	7	0.112	-9.686	1	0.0646	127.303	4	https://api.spotify.com/v1/tracks/3g5RemUwx9y4CjIcNIs2pp	audio_features	spotify:track:3g5RemUwx9y4CjIcNIs2pp	0.637	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
9	0.637	https://api.spotify.com/v1/audio-analysis/1p1H3L57ilAdt1xqb3VDx3	0.395	240093	0.198	1p1H3L57ilAdt1xqb3VDx3	0.000202	4	0.105	-11.877	1	0.0298	107.304	4	https://api.spotify.com/v1/tracks/1p1H3L57ilAdt1xqb3VDx3	audio_features	spotify:track:1p1H3L57ilAdt1xqb3VDx3	0.084	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
10	0.867	https://api.spotify.com/v1/audio-analysis/34vrBV5n7TEHwtzDHRXnWB	0.438	258467	0.097	34vrBV5n7TEHwtzDHRXnWB	0.0205	2	0.198	-15.655	1	0.0316	129.135	4	https://api.spotify.com/v1/tracks/34vrBV5n7TEHwtzDHRXnWB	audio_features	spotify:track:34vrBV5n7TEHwtzDHRXnWB	0.114	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
11	0.837	https://api.spotify.com/v1/audio-analysis/40WNuxK6VwBrMlM0LLy04v	0.281	210173	0.342	40WNuxK6VwBrMlM0LLy04v	0.00335	0	0.112	-10.013	1	0.0329	168.059	5	https://api.spotify.com/v1/tracks/40WNuxK6VwBrMlM0LLy04v	audio_features	spotify:track:40WNuxK6VwBrMlM0LLy04v	0.271	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
12	0.984	https://api.spotify.com/v1/audio-analysis/4Te6zQtkZrGwQNKrvwYPRZ	0.357	268147	0.0299	4Te6zQtkZrGwQNKrvwYPRZ	0.00733	8	0.108	-20.647	0	0.0353	143.592	4	https://api.spotify.com/v1/tracks/4Te6zQtkZrGwQNKrvwYPRZ	audio_features	spotify:track:4Te6zQtkZrGwQNKrvwYPRZ	0.176	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
13	0.778	https://api.spotify.com/v1/audio-analysis/6QCbR5EILDQf9e5GX4P9aM	0.463	57600	0.374	6QCbR5EILDQf9e5GX4P9aM	0.618	0	0.0876	-11.48	1	0.0316	103.615	3	https://api.spotify.com/v1/tracks/6QCbR5EILDQf9e5GX4P9aM	audio_features	spotify:track:6QCbR5EILDQf9e5GX4P9aM	0.207	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
14	0.968	https://api.spotify.com/v1/audio-analysis/3bv3J7fYOLcbk1TtfcqaEA	0.215	148813	0.0265	3bv3J7fYOLcbk1TtfcqaEA	4.15e-05	4	0.275	-25.252	1	0.0361	82.213	3	https://api.spotify.com/v1/tracks/3bv3J7fYOLcbk1TtfcqaEA	audio_features	spotify:track:3bv3J7fYOLcbk1TtfcqaEA	0.0868	Original Broadway Cast Recording — Once: A New Musical	3iAWPnHfO2JDRfXjeQOXoz	breakurjea
0	0.679	https://api.spotify.com/v1/audio-analysis/6EIVLz5xM1xE29r0OmIkWt	0.34	244133	0.209	6EIVLz5xM1xE29r0OmIkWt	0.000443	0	0.101	-11.869	1	0.0279	137.042	4	https://api.spotify.com/v1/tracks/6EIVLz5xM1xE29r0OmIkWt	audio_features	spotify:track:6EIVLz5xM1xE29r0OmIkWt	0.151	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
1	0.639	https://api.spotify.com/v1/audio-analysis/5cLCeJ0RHfLrP1pcRWoiFz	0.604	228787	0.318	5cLCeJ0RHfLrP1pcRWoiFz	0.011	6	0.0946	-12.07	0	0.0254	78.784	4	https://api.spotify.com/v1/tracks/5cLCeJ0RHfLrP1pcRWoiFz	audio_features	spotify:track:5cLCeJ0RHfLrP1pcRWoiFz	0.304	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
2	0.925	https://api.spotify.com/v1/audio-analysis/5t55k7uM5VF0QUdp72b2sj	0.427	53093	0.275	5t55k7uM5VF0QUdp72b2sj	0.0	7	0.228	-13.921	1	0.0636	182.484	4	https://api.spotify.com/v1/tracks/5t55k7uM5VF0QUdp72b2sj	audio_features	spotify:track:5t55k7uM5VF0QUdp72b2sj	0.861	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
3	0.523	https://api.spotify.com/v1/audio-analysis/1aAfiBF8ftfkONfzc0GTWz	0.551	221733	0.489	1aAfiBF8ftfkONfzc0GTWz	0.0854	0	0.101	-9.363	1	0.0312	158.16	5	https://api.spotify.com/v1/tracks/1aAfiBF8ftfkONfzc0GTWz	audio_features	spotify:track:1aAfiBF8ftfkONfzc0GTWz	0.237	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
4	0.863	https://api.spotify.com/v1/audio-analysis/0lkEvsJLWu7HjurNUnMYqt	0.219	239600	0.142	0lkEvsJLWu7HjurNUnMYqt	1.28e-06	5	0.303	-11.358	1	0.0376	84.008	4	https://api.spotify.com/v1/tracks/0lkEvsJLWu7HjurNUnMYqt	audio_features	spotify:track:0lkEvsJLWu7HjurNUnMYqt	0.121	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
5	0.554	https://api.spotify.com/v1/audio-analysis/3N4JDfJfgN9BSIkgYOF1uE	0.314	239920	0.299	3N4JDfJfgN9BSIkgYOF1uE	0.000228	4	0.158	-10.213	1	0.0313	116.638	4	https://api.spotify.com/v1/tracks/3N4JDfJfgN9BSIkgYOF1uE	audio_features	spotify:track:3N4JDfJfgN9BSIkgYOF1uE	0.0672	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
6	0.992	https://api.spotify.com/v1/audio-analysis/3ZWV50CGB2ywA8PgV3TLhR	0.481	275973	0.0843	3ZWV50CGB2ywA8PgV3TLhR	0.179	8	0.116	-17.567	0	0.0337	71.924	3	https://api.spotify.com/v1/tracks/3ZWV50CGB2ywA8PgV3TLhR	audio_features	spotify:track:3ZWV50CGB2ywA8PgV3TLhR	0.32	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
7	0.519	https://api.spotify.com/v1/audio-analysis/443mys5890w6L7hGLgmL2w	0.728	205040	0.54	443mys5890w6L7hGLgmL2w	2.75e-05	4	0.0718	-9.403	1	0.0295	113.04	4	https://api.spotify.com/v1/tracks/443mys5890w6L7hGLgmL2w	audio_features	spotify:track:443mys5890w6L7hGLgmL2w	0.966	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
8	0.706	https://api.spotify.com/v1/audio-analysis/6nh6zDSvONACUF6M2st4iH	0.45	166773	0.186	6nh6zDSvONACUF6M2st4iH	1.57e-05	1	0.11	-10.58	0	0.0376	135.49	3	https://api.spotify.com/v1/tracks/6nh6zDSvONACUF6M2st4iH	audio_features	spotify:track:6nh6zDSvONACUF6M2st4iH	0.329	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
9	0.00351	https://api.spotify.com/v1/audio-analysis/141FcUnskfg4zfIfn717f3	0.543	216333	0.811	141FcUnskfg4zfIfn717f3	0.236	2	0.153	-6.296	1	0.0346	119.808	4	https://api.spotify.com/v1/tracks/141FcUnskfg4zfIfn717f3	audio_features	spotify:track:141FcUnskfg4zfIfn717f3	0.66	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
10	0.923	https://api.spotify.com/v1/audio-analysis/0Tn997k4OPDZaT96R1MR8r	0.624	159347	0.0697	0Tn997k4OPDZaT96R1MR8r	0.34	7	0.113	-22.327	1	0.049	138.837	4	https://api.spotify.com/v1/tracks/0Tn997k4OPDZaT96R1MR8r	audio_features	spotify:track:0Tn997k4OPDZaT96R1MR8r	0.293	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
11	0.747	https://api.spotify.com/v1/audio-analysis/4XwrzYJPfVGrFymPJtIyEW	0.43	218573	0.171	4XwrzYJPfVGrFymPJtIyEW	0.00275	2	0.118	-14.413	0	0.0291	112.005	4	https://api.spotify.com/v1/tracks/4XwrzYJPfVGrFymPJtIyEW	audio_features	spotify:track:4XwrzYJPfVGrFymPJtIyEW	0.0763	Once (Motion Picture Soundtrack) — Music From The Motion Picture Once	6Oq5tTCt1v5qv6dKGmZmpt	breakurjea
0	0.00449	https://api.spotify.com/v1/audio-analysis/4rmAOXZUa3wiLGlhglMSd9	0.658	287813	0.542	4rmAOXZUa3wiLGlhglMSd9	7.74e-06	5	0.321	-7.713	0	0.043	116.04	4	https://api.spotify.com/v1/tracks/4rmAOXZUa3wiLGlhglMSd9	audio_features	spotify:track:4rmAOXZUa3wiLGlhglMSd9	0.346	Lemaitre — Relativity 3	4Oa8uVz1cMS86HYjbGGOAo	breakurjea
1	0.0872	https://api.spotify.com/v1/audio-analysis/6NNxVNtNkZP2OIJhaeIEuZ	0.659	219653	0.713	6NNxVNtNkZP2OIJhaeIEuZ	0.000204	1	0.072	-9.131	1	0.0502	111.98	4	https://api.spotify.com/v1/tracks/6NNxVNtNkZP2OIJhaeIEuZ	audio_features	spotify:track:6NNxVNtNkZP2OIJhaeIEuZ	0.641	Lemaitre — Relativity 3	4Oa8uVz1cMS86HYjbGGOAo	breakurjea
2	0.0283	https://api.spotify.com/v1/audio-analysis/4Yjl5GtUrpYEAJ8kqTEX7L	0.716	233787	0.659	4Yjl5GtUrpYEAJ8kqTEX7L	0.0324	7	0.0869	-8.909	1	0.0512	124.009	4	https://api.spotify.com/v1/tracks/4Yjl5GtUrpYEAJ8kqTEX7L	audio_features	spotify:track:4Yjl5GtUrpYEAJ8kqTEX7L	0.207	Lemaitre — Relativity 3	4Oa8uVz1cMS86HYjbGGOAo	breakurjea
0	0.0229	https://api.spotify.com/v1/audio-analysis/27bEVkeBQuC8jTosBJdGej	0.597	244211	0.861	27bEVkeBQuC8jTosBJdGej	0.00828	8	0.143	-8.074	0	0.0408	109.978	4	https://api.spotify.com/v1/tracks/27bEVkeBQuC8jTosBJdGej	audio_features	spotify:track:27bEVkeBQuC8jTosBJdGej	0.0818	Lemaitre — The Friendly Sound EP	26NIzBPb5ZgIgRojwkGAyZ	breakurjea
1	0.229	https://api.spotify.com/v1/audio-analysis/1XkvI0eRIPPhwZUMJDkFMN	0.506	214680	0.392	1XkvI0eRIPPhwZUMJDkFMN	0.00592	1	0.108	-6.685	0	0.125	107.42	4	https://api.spotify.com/v1/tracks/1XkvI0eRIPPhwZUMJDkFMN	audio_features	spotify:track:1XkvI0eRIPPhwZUMJDkFMN	0.55	Lemaitre — The Friendly Sound EP	26NIzBPb5ZgIgRojwkGAyZ	breakurjea
2	0.309	https://api.spotify.com/v1/audio-analysis/1WiXnAtpzIJU5H6uEKq7ki	0.695	241013	0.775	1WiXnAtpzIJU5H6uEKq7ki	0.014	11	0.0665	-6.122	1	0.131	118.015	4	https://api.spotify.com/v1/tracks/1WiXnAtpzIJU5H6uEKq7ki	audio_features	spotify:track:1WiXnAtpzIJU5H6uEKq7ki	0.576	Lemaitre — The Friendly Sound EP	26NIzBPb5ZgIgRojwkGAyZ	breakurjea
3	0.211	https://api.spotify.com/v1/audio-analysis/53fWcBqJKYjWBd9itaM6DG	0.695	230693	0.92	53fWcBqJKYjWBd9itaM6DG	0.764	2	0.112	-5.79	1	0.05	128.046	4	https://api.spotify.com/v1/tracks/53fWcBqJKYjWBd9itaM6DG	audio_features	spotify:track:53fWcBqJKYjWBd9itaM6DG	0.627	Lemaitre — The Friendly Sound EP	26NIzBPb5ZgIgRojwkGAyZ	breakurjea
0	0.0384	https://api.spotify.com/v1/audio-analysis/3PvzvltQZLIKk9YgoMP3Yq	0.461	190160	0.717	3PvzvltQZLIKk9YgoMP3Yq	6.25e-06	1	0.404	-5.109	1	0.0324	174.047	4	https://api.spotify.com/v1/tracks/3PvzvltQZLIKk9YgoMP3Yq	audio_features	spotify:track:3PvzvltQZLIKk9YgoMP3Yq	0.314	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
1	0.000116	https://api.spotify.com/v1/audio-analysis/4t7EGF0kXG5KeFrQ7hxdc1	0.607	211773	0.811	4t7EGF0kXG5KeFrQ7hxdc1	0.00032	2	0.547	-6.24	1	0.0384	125.074	4	https://api.spotify.com/v1/tracks/4t7EGF0kXG5KeFrQ7hxdc1	audio_features	spotify:track:4t7EGF0kXG5KeFrQ7hxdc1	0.44	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
2	0.00472	https://api.spotify.com/v1/audio-analysis/3rvtRXFWpmXJofk5i7Y1Ft	0.656	232107	0.813	3rvtRXFWpmXJofk5i7Y1Ft	0.000144	5	0.338	-5.96	1	0.0418	119.992	4	https://api.spotify.com/v1/tracks/3rvtRXFWpmXJofk5i7Y1Ft	audio_features	spotify:track:3rvtRXFWpmXJofk5i7Y1Ft	0.447	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
3	0.0608	https://api.spotify.com/v1/audio-analysis/2xYUn5R79VRPW12pZKuwYd	0.466	285600	0.605	2xYUn5R79VRPW12pZKuwYd	0.00135	9	0.141	-7.152	0	0.0446	119.852	4	https://api.spotify.com/v1/tracks/2xYUn5R79VRPW12pZKuwYd	audio_features	spotify:track:2xYUn5R79VRPW12pZKuwYd	0.129	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
4	0.000628	https://api.spotify.com/v1/audio-analysis/2N127y5vyqdwEe6gDZSxs0	0.525	219867	0.788	2N127y5vyqdwEe6gDZSxs0	0.0467	7	0.207	-6.174	0	0.0436	104.934	4	https://api.spotify.com/v1/tracks/2N127y5vyqdwEe6gDZSxs0	audio_features	spotify:track:2N127y5vyqdwEe6gDZSxs0	0.396	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
5	0.0191	https://api.spotify.com/v1/audio-analysis/6AZeGdRRGqzmoFZK0qscWr	0.484	270947	0.864	6AZeGdRRGqzmoFZK0qscWr	0.000127	7	0.144	-7.034	1	0.0331	120.019	4	https://api.spotify.com/v1/tracks/6AZeGdRRGqzmoFZK0qscWr	audio_features	spotify:track:6AZeGdRRGqzmoFZK0qscWr	0.436	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
6	0.00501	https://api.spotify.com/v1/audio-analysis/4QQg6DXsx6G3lv3W4A15CZ	0.41	224240	0.628	4QQg6DXsx6G3lv3W4A15CZ	0.0	7	0.324	-5.126	1	0.0609	170.003	4	https://api.spotify.com/v1/tracks/4QQg6DXsx6G3lv3W4A15CZ	audio_features	spotify:track:4QQg6DXsx6G3lv3W4A15CZ	0.161	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
7	0.00583	https://api.spotify.com/v1/audio-analysis/7uvYp5crr7lPh9T4zyMHfQ	0.614	231093	0.784	7uvYp5crr7lPh9T4zyMHfQ	0.0622	8	0.279	-7.454	1	0.0363	136.065	4	https://api.spotify.com/v1/tracks/7uvYp5crr7lPh9T4zyMHfQ	audio_features	spotify:track:7uvYp5crr7lPh9T4zyMHfQ	0.351	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
8	0.00933	https://api.spotify.com/v1/audio-analysis/0WoohBjFAOoI4DH2HAJF4y	0.448	236240	0.855	0WoohBjFAOoI4DH2HAJF4y	0.659	6	0.194	-6.463	0	0.0834	129.943	4	https://api.spotify.com/v1/tracks/0WoohBjFAOoI4DH2HAJF4y	audio_features	spotify:track:0WoohBjFAOoI4DH2HAJF4y	0.182	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
9	0.011	https://api.spotify.com/v1/audio-analysis/7tptFBIZxSHgTv9n6mgKlY	0.705	181467	0.567	7tptFBIZxSHgTv9n6mgKlY	3.45e-06	5	0.15	-5.115	1	0.0662	94.998	4	https://api.spotify.com/v1/tracks/7tptFBIZxSHgTv9n6mgKlY	audio_features	spotify:track:7tptFBIZxSHgTv9n6mgKlY	0.8	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
10	0.00327	https://api.spotify.com/v1/audio-analysis/0sXwModOsujAaxSP5pJ3cc	0.631	248613	0.601	0sXwModOsujAaxSP5pJ3cc	0.000856	10	0.0899	-6.089	0	0.0309	118.009	4	https://api.spotify.com/v1/tracks/0sXwModOsujAaxSP5pJ3cc	audio_features	spotify:track:0sXwModOsujAaxSP5pJ3cc	0.287	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
11	0.00765	https://api.spotify.com/v1/audio-analysis/3LwP2XFecUVTxpn9QcPPrI	0.473	337667	0.511	3LwP2XFecUVTxpn9QcPPrI	0.0501	5	0.0953	-7.811	1	0.0279	105.063	4	https://api.spotify.com/v1/tracks/3LwP2XFecUVTxpn9QcPPrI	audio_features	spotify:track:3LwP2XFecUVTxpn9QcPPrI	0.172	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
12	0.0148	https://api.spotify.com/v1/audio-analysis/1UzmBvoUEuEFavkPnWBMPP	0.547	206360	0.878	1UzmBvoUEuEFavkPnWBMPP	7.73e-05	3	0.114	-3.47	1	0.0525	159.91	4	https://api.spotify.com/v1/tracks/1UzmBvoUEuEFavkPnWBMPP	audio_features	spotify:track:1UzmBvoUEuEFavkPnWBMPP	0.772	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
13	0.00845	https://api.spotify.com/v1/audio-analysis/2Z9iC4XkdFIJ57uz1e0sPx	0.657	224720	0.511	2Z9iC4XkdFIJ57uz1e0sPx	0.795	2	0.12	-8.43	1	0.0282	129.989	4	https://api.spotify.com/v1/tracks/2Z9iC4XkdFIJ57uz1e0sPx	audio_features	spotify:track:2Z9iC4XkdFIJ57uz1e0sPx	0.188	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
14	0.0685	https://api.spotify.com/v1/audio-analysis/5lEsJfDHPNNpXs7tQejSLY	0.797	375560	0.733	5lEsJfDHPNNpXs7tQejSLY	0.637	0	0.128	-7.593	0	0.125	124.019	4	https://api.spotify.com/v1/tracks/5lEsJfDHPNNpXs7tQejSLY	audio_features	spotify:track:5lEsJfDHPNNpXs7tQejSLY	0.203	CHVRCHES — The Bones Of What You Believe (Special Edition)	2oNbjFIQohRzThf1pHxW8R	breakurjea
0	0.00492	https://api.spotify.com/v1/audio-analysis/37Oojxm0tKyUFiyfn52LHU	0.644	244397	0.763	37Oojxm0tKyUFiyfn52LHU	0.0483	1	0.167	-7.939	1	0.0356	97.144	4	https://api.spotify.com/v1/tracks/37Oojxm0tKyUFiyfn52LHU	audio_features	spotify:track:37Oojxm0tKyUFiyfn52LHU	0.644	Best of 2014: Alt/Indie	5Wsm2WfluIhjGNUuy3psYj	bhargavinaustin
1	0.000177	https://api.spotify.com/v1/audio-analysis/04b0q0yHOO7wCYIWTuRXKM	0.37	274693	0.767	04b0q0yHOO7wCYIWTuRXKM	0.128	9	0.446	-4.702	1	0.0357	126.861	4	https://api.spotify.com/v1/tracks/04b0q0yHOO7wCYIWTuRXKM	audio_features	spotify:track:04b0q0yHOO7wCYIWTuRXKM	0.141	Best of 2014: Alt/Indie	5Wsm2WfluIhjGNUuy3psYj	bhargavinaustin
2	0.00984	https://api.spotify.com/v1/audio-analysis/1v5s66BFwlhwgXJgfGX4z3	0.683	257011	0.842	1v5s66BFwlhwgXJgfGX4z3	1.06e-06	4	0.164	-4.541	0	0.0462	128.015	4	https://api.spotify.com/v1/tracks/1v5s66BFwlhwgXJgfGX4z3	audio_features	spotify:track:1v5s66BFwlhwgXJgfGX4z3	0.214	Best of 2014: Alt/Indie	5Wsm2WfluIhjGNUuy3psYj	bhargavinaustin
